"KH2J39MVHUU7XNG2","JRTCKXETXF","KH2J39MVHUU7XNG2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per Idle public IPv4 address per hour","2026-07-01","0","Inf","Hrs","0.0050000000","USD",,"AmazonVPC","EU (Frankfurt)","AWS Region",,"VPCPublicIPv4Address","Hourly charge for Idle Public IPv4 Addresses",,,,,,"EUC1-PublicIPv4:IdleAddress","",,,"eu-central-1","Amazon Virtual Private Cloud",,,
"P6D6UQPC87KFKK3N","JRTCKXETXF","P6D6UQPC87KFKK3N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per In-use public IPv4 address per hour","2026-07-01","0","Inf","Hrs","0.0050000000","USD",,"AmazonVPC","EU (Frankfurt)","AWS Region",,"VPCPublicIPv4Address","Hourly charge for In-use Public IPv4 Addresses",,,,,,"EUC1-PublicIPv4:InUseAddress","",,,"eu-central-1","Amazon Virtual Private Cloud",,,
